text,OTP_GT
Enter 441586 OTP to verify your account,441586
Please enter 230242 to complete your authentication.,230242
Your OTP is 103179. Do not share it with anyone.,103179
Authentication code: 670952. Keep it safe.,670952
"Hi, your verification PIN is 666104.",666104
473445 is your verification number for access.,473445
Your OTP is 758371. Do not share it with anyone.,758371
Enter 276568 OTP to verify your account,276568
120125 is the code to authorize your transaction.,120125
524706 - confirmation code for secure access.,524706
Your one-time password (OTP) is 665909. Valid for 10 minutes.,665909
28521 is your verification number for access.,28521
97437 - confirmation code for secure access.,97437
829909 - confirmation code for secure access.,829909
"Hi, your verification PIN is 815617.",815617
Please enter 223162 to complete your authentication.,223162
894077 is the code to authorize your transaction.,894077
Your one-time password (OTP) is 701144. Valid for 10 minutes.,701144
Your OTP is 846016. Do not share it with anyone.,846016
Authentication code: 528812. Keep it safe.,528812
"Hi, your verification PIN is 105545.",105545
Enter 973269 OTP to verify your account,973269
Authentication code: 787372. Keep it safe.,787372
"Hi, your verification PIN is 109711.",109711
647195 is the code to authorize your transaction.,647195
Your OTP is 94992. Do not share it with anyone.,94992
Use 92876 as your OTP to login. Rapido!.,92876
Use 984461 as your OTP to login. Rapido!.,984461
Authentication code: 737197. Keep it safe.,737197
579381 is the code to authorize your transaction.,579381
Please enter 121063 to complete your authentication.,121063
"Hi, your verification PIN is 898940.",898940
Use 997725 as your OTP to login. Rapido!.,997725
Authentication code: 179688. Keep it safe.,179688
333892 - confirmation code for secure access.,333892
Authentication code: 860868. Keep it safe.,860868
Enter 882610 OTP to verify your account,882610
980180 is your verification number for access.,980180
"Hi, your verification PIN is 941049.",941049
15875 is your verification number for access.,15875
340458 - confirmation code for secure access.,340458
848825 is your verification number for access.,848825
"Hi, your verification PIN is 665327.",665327
394482 - confirmation code for secure access.,394482
221511 is the code to authorize your transaction.,221511
Use 511150 as your OTP to login. Rapido!.,511150
Use 434843 as your OTP to login. Rapido!.,434843
Your OTP is 515889. Do not share it with anyone.,515889
Use 410783 as your OTP to login. Rapido!.,410783
Please enter 958055 to complete your authentication.,958055
519253 - confirmation code for secure access.,519253
Use 98283 as your OTP to login. Rapido!.,98283
275721 is your verification number for access.,275721
Your one-time password (OTP) is 149725. Valid for 10 minutes.,149725
Authentication code: 692710. Keep it safe.,692710
Authentication code: 662875. Keep it safe.,662875
Your OTP is 897332. Do not share it with anyone.,897332
123900 - confirmation code for secure access.,123900
Your one-time password (OTP) is 281589. Valid for 10 minutes.,281589
88496 is your verification number for access.,88496
Please enter 146295 to complete your authentication.,146295
31930 - confirmation code for secure access.,31930
Please enter 121364 to complete your authentication.,121364
227813 - confirmation code for secure access.,227813
Your one-time password (OTP) is 189540. Valid for 10 minutes.,189540
11632 is your verification number for access.,11632
676738 is the code to authorize your transaction.,676738
Enter 869415 OTP to verify your account,869415
631134 is the code to authorize your transaction.,631134
227636 - confirmation code for secure access.,227636
Please enter 220952 to complete your authentication.,220952
Authentication code: 713641. Keep it safe.,713641
Authentication code: 580604. Keep it safe.,580604
392246 is your verification number for access.,392246
482111 is the code to authorize your transaction.,482111
119887 is your verification number for access.,119887
803245 - confirmation code for secure access.,803245
Enter 447535 OTP to verify your account,447535
458049 is the code to authorize your transaction.,458049
Authentication code: 203019. Keep it safe.,203019
369814 - confirmation code for secure access.,369814
"Hi, your verification PIN is 681433.",681433
"Hi, your verification PIN is 734287.",734287
Use 527474 as your OTP to login. Rapido!.,527474
Your one-time password (OTP) is 941210. Valid for 10 minutes.,941210
Your one-time password (OTP) is 17977. Valid for 10 minutes.,17977
854309 - confirmation code for secure access.,854309
16069 - confirmation code for secure access.,16069
435166 is the code to authorize your transaction.,435166
583735 is the code to authorize your transaction.,583735
Please enter 505967 to complete your authentication.,505967
Enter 743479 OTP to verify your account,743479
Your one-time password (OTP) is 208488. Valid for 10 minutes.,208488
370364 is the code to authorize your transaction.,370364
584480 - confirmation code for secure access.,584480
50359 is the code to authorize your transaction.,50359
Enter 889990 OTP to verify your account,889990
688120 is your verification number for access.,688120
"Hi, your verification PIN is 743929.",743929
Your one-time password (OTP) is 798429. Valid for 10 minutes.,798429
539891 - confirmation code for secure access.,539891
Enter 799598 OTP to verify your account,799598
Authentication code: 219797. Keep it safe.,219797
110612 - confirmation code for secure access.,110612
"Hi, your verification PIN is 198045.",198045
491891 is the code to authorize your transaction.,491891
Please enter 14765 to complete your authentication.,14765
Please enter 64194 to complete your authentication.,64194
"Hi, your verification PIN is 79794.",79794
Use 729723 as your OTP to login. Rapido!.,729723
Please enter 692515 to complete your authentication.,692515
111793 is your verification number for access.,111793
230412 - confirmation code for secure access.,230412
"Hi, your verification PIN is 405305.",405305
Authentication code: 911015. Keep it safe.,911015
475628 - confirmation code for secure access.,475628
Enter 695037 OTP to verify your account,695037
Your one-time password (OTP) is 684592. Valid for 10 minutes.,684592
Use 393125 as your OTP to login. Rapido!.,393125
931924 is the code to authorize your transaction.,931924
472233 is your verification number for access.,472233
263241 is your verification number for access.,263241
Please enter 968152 to complete your authentication.,968152
993315 is the code to authorize your transaction.,993315
Enter 458244 OTP to verify your account,458244
"Hi, your verification PIN is 490730.",490730
Use 654169 as your OTP to login. Rapido!.,654169
637795 is the code to authorize your transaction.,637795
Please enter 451167 to complete your authentication.,451167
595691 - confirmation code for secure access.,595691
818380 - confirmation code for secure access.,818380
391032 is your verification number for access.,391032
689866 - confirmation code for secure access.,689866
Please enter 77168 to complete your authentication.,77168
Please enter 376122 to complete your authentication.,376122
451244 is your verification number for access.,451244
189643 - confirmation code for secure access.,189643
Your OTP is 335064. Do not share it with anyone.,335064
Use 32394 as your OTP to login. Rapido!.,32394
Enter 867843 OTP to verify your account,867843
Authentication code: 308729. Keep it safe.,308729
616377 is the code to authorize your transaction.,616377
Your one-time password (OTP) is 537196. Valid for 10 minutes.,537196
Your OTP is 933655. Do not share it with anyone.,933655
"Hi, your verification PIN is 30974.",30974
Your one-time password (OTP) is 197114. Valid for 10 minutes.,197114
"Hi, your verification PIN is 938529.",938529
Your OTP is 253248. Do not share it with anyone.,253248
885028 - confirmation code for secure access.,885028
Use 518300 as your OTP to login. Rapido!.,518300
"Hi, your verification PIN is 313941.",313941
Your OTP is 117185. Do not share it with anyone.,117185
Your one-time password (OTP) is 994153. Valid for 10 minutes.,994153
Your one-time password (OTP) is 79687. Valid for 10 minutes.,79687
Authentication code: 346326. Keep it safe.,346326
Use 237800 as your OTP to login. Rapido!.,237800
"Hi, your verification PIN is 811175.",811175
295169 - confirmation code for secure access.,295169
"Hi, your verification PIN is 502142.",502142
Authentication code: 253207. Keep it safe.,253207
Enter 548108 OTP to verify your account,548108
Use 701695 as your OTP to login. Rapido!.,701695
Use 746937 as your OTP to login. Rapido!.,746937
"Hi, your verification PIN is 668841.",668841
Authentication code: 790614. Keep it safe.,790614
335844 is your verification number for access.,335844
126725 is your verification number for access.,126725
"Hi, your verification PIN is 612795.",612795
970784 is your verification number for access.,970784
284023 is your verification number for access.,284023
831081 is the code to authorize your transaction.,831081
Authentication code: 984253. Keep it safe.,984253
Your OTP is 108734. Do not share it with anyone.,108734
Your OTP is 235896. Do not share it with anyone.,235896
"Hi, your verification PIN is 155444.",155444
Use 782216 as your OTP to login. Rapido!.,782216
Please enter 877129 to complete your authentication.,877129
